fair-bench: buffer >= 1024 KB (real-file dists may be larger), adaptive 20-40 runs x 20 reps (top-2 within 2% stops), ph table-G=128 KB, BLK=8192
columns: enc(opaque prebuilt)  dec(opaque prebuilt)  MB/s | ratio(op pb) | builds/1MB

== proba80          == n=1024 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1497    3512 |   17505   18608 |  6.29  6.32 |   8
pha      |    1275    2509 |    6578    6745 |  8.45  8.51 |   8
ph_naive |    1497    3690 |   17289   16940 |  6.29  6.32 |   8
ph_flat  |    1508    3613 |   17549   16981 |  6.29  6.32 |   8
td_naive |     421     509 |    1357    1352 |  6.35  6.39 |   8
td_scl_opt |     501     623 |    1755    1763 |  6.29  6.32 |   8
td_nv_simd |     413     502 |    4627    4615 |  6.35  6.39 |   8
td_simdopt |    1414    3350 |    9768    9354 |  6.29  6.32 |   8
huf0     |    1343     -   |    2932     -   |  6.40   -   |   8
huf0_4x2 |    1326    2838 |    2969    2983 |  6.40  6.40 |   8
fse_stk  |     650     900 |     668     680 |  8.86  8.86 |   8
fse_x8y1 |     376     895 |     652     682 |  8.86  8.86 |   8
oo_huff  |    1779     -   |    3294     -   |  6.40   -   |   8
oo_tans  |     726     -   |    2604     -   |  8.84   -   |   8

== english          == n=1024 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1436    2146 |    6365    6709 |  1.86  1.87 |   8
pha      |    1429    2149 |    6739    7030 |  1.86  1.87 |   8
ph_naive |    1236    1699 |    4664    4719 |  1.85  1.85 |   8
ph_flat  |    1345    1946 |    5765    5761 |  1.86  1.86 |   8
td_naive |      66      66 |     488     488 |  1.87  1.88 |   8
td_scl_opt |     152     157 |     780     781 |  1.86  1.87 |   8
td_nv_simd |      65      66 |    2238    2234 |  1.87  1.88 |   8
td_simdopt |    1401    2116 |    3299    3338 |  1.86  1.87 |   8
huf0     |    1781     -   |    2643     -   |  1.88   -   |   8
huf0_4x2 |    1769    2836 |    2682    2740 |  1.88  1.88 |   8
fse_stk  |     734     881 |     839     855 |  1.89  1.89 |   8
fse_x8y1 |    1092    1954 |    1967    2114 |  1.89  1.89 |   8
oo_huff  |    2505     -   |    3259     -   |  1.88   -   |   8
oo_tans  |     812     -   |    2539     -   |  1.89   -   |   8

== html_wiki        == n=1976 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1225    1754 |    4661    4782 |  1.45  1.40 |  16
pha      |    1159    1569 |    4494    4390 |  1.46  1.41 |  16
ph_naive |     900    1106 |    2650    2778 |  1.41  1.35 |  16
ph_flat  |    1167    1660 |    4288    4405 |  1.45  1.40 |  16
td_naive |      69      72 |     389     372 |  1.46  1.41 |  16
td_scl_opt |     162     187 |     614     610 |  1.45  1.40 |  16
td_nv_simd |      69      73 |    1597    1584 |  1.46  1.41 |  16
td_simdopt |    1138    1772 |    2629    2625 |  1.45  1.40 |  16
huf0     |    1764     -   |    2275     -   |  1.47   -   |  16
huf0_4x2 |    1764    2854 |    2148    2185 |  1.47  1.44 |  16
fse_stk  |     748     882 |     837     844 |  1.48  1.46 |  16
fse_x8y1 |    1157    1936 |    1975    2136 |  1.48  1.46 |  16
oo_huff  |    2304     -   |    3176     -   |  1.47   -   |  16
oo_tans  |     808     -   |    2501     -   |  1.48   -   |  16

== prose_pride      == n=1448 KB enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1249    1785 |    4890    5013 |  1.72  1.72 |  12
pha      |    1191    1663 |    4947    4929 |  1.72  1.72 |  12
