fair-bench: 1 MB-class buffer = 1024 KB, adaptive 10-20 runs x 50 reps (top-2 within 2% stops), ph table-G=128 KB, BLK=8192
columns: enc(opaque prebuilt)  dec(opaque prebuilt)  MB/s | ratio(op pb) | builds/1MB

== proba80          ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
td_scl_opt |      79      84 |      78      78 |  1.41  1.40 |   8
td_nv_simd |      36      37 |     974     973 |  1.40  1.40 |   8
td_simdopt |     881    2027 |    2521    2518 |  1.41  1.41 |   8
huf0     |    1284     -   |    1618     -   |  1.44   -   |   8
huf0_4x2 |    1286    2070 |    1507    1566 |  1.44  1.44 |   8
fse_stk  |     615     750 |     524     531 |  1.45  1.46 |   8
fse_x8y1 |     734     966 |    1320    1393 |  1.45  1.46 |   8

== prose_pride      ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1248    2554 |    5806    7161 |  1.72  1.72 |   8
pha      |    1156    2246 |    5837    7167 |  1.72  1.72 |   8
ph_naive |     913    1485 |    2536    2770 |  1.67  1.66 |   8
ph_flat  |    1202    2380 |    5002    6022 |  1.71  1.71 |   8
td_naive |      44      44 |      53      53 |  1.73  1.72 |   8
td_scl_opt |      76      78 |      76      74 |  1.72  1.72 |   8
td_nv_simd |      44      44 |    1310    1324 |  1.73  1.72 |   8
td_simdopt |    1107    2413 |    2542    2523 |  1.73  1.72 |   8
huf0     |    1298     -   |    1781     -   |  1.74   -   |   8
huf0_4x2 |    1298    2076 |    1751    1816 |  1.74  1.74 |   8
fse_stk  |     617     754 |     525     531 |  1.76  1.76 |   8
fse_x8y1 |     703     966 |    1317    1389 |  1.76  1.76 |   8

== image_jpeg       ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1134    2449 |    6720    6787 |  1.00  1.00 |   8
pha      |    1130    2442 |    6757    6759 |  1.00  1.00 |   8
ph_naive |     448     609 |     868     927 |  0.94  0.94 |   8
ph_flat  |     926    1693 |    3732    3855 |  1.00  1.00 |   8
td_naive |      25      26 |      30      30 |  1.00  1.00 |   8
td_scl_opt |     107     108 |     112     103 |  1.00  1.00 |   8
td_nv_simd |      25      26 |     693     691 |  1.00  1.00 |   8
td_simdopt |     867    2266 |    2374    2298 |  1.01  1.01 |   8
huf0     |    1233     -   |    1138     -   |  1.01   -   |   8
huf0_4x2 |    1234    2058 |     991    1010 |  1.01  1.01 |   8
fse_stk  |     615     748 |     524     530 |  1.01  1.01 |   8
fse_x8y1 |     732     965 |    1303    1386 |  1.01  1.01 |   8

== json_api         ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1167    2192 |    5088    5592 |  1.51  1.51 |   8
pha      |    1121    2059 |    5115    5616 |  1.51  1.51 |   8
ph_naive |     845    1320 |    2209    2361 |  1.46  1.46 |   8
ph_flat  |    1084    1938 |    4116    4521 |  1.50  1.50 |   8
td_naive |      38      39 |      46      46 |  1.51  1.51 |   8
td_scl_opt |      74      77 |      73      74 |  1.51  1.51 |   8
td_nv_simd |      38      39 |    1234    1233 |  1.51  1.51 |   8
td_simdopt |    1025    2055 |    2516    2547 |  1.51  1.51 |   8
huf0     |    1300     -   |    1696     -   |  1.53   -   |   8
huf0_4x2 |    1301    2073 |    1602    1664 |  1.53  1.53 |   8
fse_stk  |     618     752 |     525     531 |  1.53  1.54 |   8
fse_x8y1 |     721     966 |    1321    1387 |  1.54  1.54 |   8

== dna_fasta        ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1684    5184 |   15418   16437 |  3.49  3.49 |   8
pha      |    1549    3870 |    6679    6969 |  3.76  3.77 |   8
ph_naive |    1672    5094 |   14662   16186 |  3.48  3.49 |   8
ph_flat  |    1682    5169 |   15032   16408 |  3.49  3.49 |   8
td_naive |      91      95 |     114     114 |  3.51  3.52 |   8
td_scl_opt |     123     130 |     145     145 |  3.49  3.49 |   8
td_nv_simd |      91      95 |    2371    2359 |  3.51  3.52 |   8
td_simdopt |    1660    5089 |    3048    3047 |  3.50  3.51 |   8
huf0     |    1312     -   |    1927     -   |  3.53   -   |   8
huf0_4x2 |    1309    2075 |    1961    2015 |  3.53  3.53 |   8
fse_stk  |     618     749 |     526     531 |  3.83  3.83 |   8
fse_x8y1 |     635     968 |    1318    1392 |  3.83  3.83 |   8

== chinese_text     ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1168    2265 |    5698    6036 |  1.34  1.33 |   8
pha      |    1070    1805 |    5187    4484 |  1.34  1.34 |   8
ph_naive |     755    1125 |    1930    2050 |  1.29  1.28 |   8
ph_flat  |    1051    1892 |    4129    4449 |  1.33  1.32 |   8
td_naive |      34      35 |      41      41 |  1.34  1.33 |   8
td_scl_opt |      83      81 |      82      77 |  1.34  1.33 |   8
td_nv_simd |      34      35 |    1096    1068 |  1.34  1.33 |   8
td_simdopt |    1000    2189 |    2501    2412 |  1.34  1.33 |   8
huf0     |    1288     -   |    1491     -   |  1.36   -   |   8
huf0_4x2 |    1291    2067 |    1327    1357 |  1.36  1.36 |   8
fse_stk  |     616     748 |     524     531 |  1.37  1.37 |   8
fse_x8y1 |     734     966 |    1319    1393 |  1.37  1.37 |   8

== calgary_pic      ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1166    4625 |   11075   14175 |  4.60  4.57 |   8
pha      |     991    2722 |    5173    5947 |  6.13  6.07 |   8
ph_naive |     818    1661 |    2849    3010 |  4.12  3.99 |   8
ph_flat  |    1127    3856 |    7469    9169 |  4.57  4.52 |   8
td_naive |     172     199 |     213     214 |  4.63  4.59 |   8
td_scl_opt |     254     325 |     419     442 |  4.60  4.58 |   8
td_nv_simd |     171     199 |    1667    1649 |  4.63  4.59 |   8
td_simdopt |    1021    5231 |    8033    8345 |  4.65  4.62 |   8
huf0     |    1085     -   |    1870     -   |  4.79   -   |   8
huf0_4x2 |    1084    2047 |    1907    1980 |  4.79  4.78 |   8
fse_stk  |     559     752 |     536     548 |  6.42  6.50 |   8
fse_x8y1 |     339     752 |     528     548 |  6.49  6.50 |   8

