fair-bench: 1 MB-class buffer = 1024 KB, adaptive 10-20 runs x 50 reps (top-2 within 2% stops), ph table-G=128 KB, BLK=8192
columns: enc(opaque prebuilt)  dec(opaque prebuilt)  MB/s | ratio(op pb) | builds/1MB

== proba80          ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds

== dna_fasta        ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1318    2423 |    8134    8778 |  3.49  3.49 |   8
pha      |    1247    2207 |    5647    5757 |  3.76  3.77 |   8
ph_naive |    1287    2378 |    8130    8781 |  3.48  3.49 |   8
ph_flat  |    1318    2405 |    8242    8867 |  3.49  3.49 |   8
td_naive |     124     132 |     793     801 |  3.51  3.52 |   8
td_scl_opt |     166     177 |     862     868 |  3.49  3.49 |   8
td_nv_simd |     124     130 |    3210    3201 |  3.51  3.52 |   8
td_simdopt |    1278    2350 |    3711    3760 |  3.49  3.49 |   8
huf0     |    1518     -   |    2705     -   |  3.53   -   |   8
huf0_4x2 |    1515    2691 |    2689    2752 |  3.53  3.53 |   8
fse_stk  |     671     834 |     791     811 |  3.83  3.83 |   8
fse_x8y1 |     718    1862 |    1823    2032 |  3.83  3.83 |   8
oo_huff  |    2056     -   |    3137     -   |  3.53   -   |   8
oo_tans  |     734     -   |    2364     -   |  3.83   -   |   8

== chinese_text     ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1217    1668 |    4899    4695 |  1.34  1.33 |   8
pha      |    1105    1406 |    4423    3913 |  1.34  1.34 |   8
ph_naive |     844    1062 |    2536    2629 |  1.29  1.28 |   8
ph_flat  |    1070    1479 |    3705    3757 |  1.33  1.32 |   8
td_naive |      44      45 |     346     340 |  1.34  1.33 |   8
td_scl_opt |     114     113 |     611     575 |  1.34  1.33 |   8
td_nv_simd |      44      45 |    1582    1593 |  1.34  1.33 |   8
td_simdopt |    1127    1764 |    2666    2549 |  1.34  1.33 |   8
huf0     |    1749     -   |    2060     -   |  1.36   -   |   8
huf0_4x2 |    1792    2730 |    1864    1822 |  1.36  1.36 |   8
fse_stk  |     713     849 |     792     818 |  1.37  1.37 |   8
fse_x8y1 |    1192    1930 |    1908    2041 |  1.37  1.37 |   8
oo_huff  |    2327     -   |    3179     -   |  1.36   -   |   8
oo_tans  |     794     -   |    2417     -   |  1.37   -   |   8

== calgary_pic      ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1187    2827 |   10920   11432 |  4.60  4.57 |   8
pha      |    1104    2323 |    6491    6524 |  6.13  6.07 |   8
ph_naive |    1028    1988 |    5357    6329 |  4.12  3.99 |   8
ph_flat  |    1212    2765 |    9557   10417 |  4.57  4.52 |   8
td_naive |     231     267 |     936     959 |  4.63  4.59 |   8
td_scl_opt |     354     458 |    1448    1465 |  4.60  4.58 |   8
td_nv_simd |     227     264 |    3180    3216 |  4.63  4.59 |   8
td_simdopt |    1085    2690 |    7794    8078 |  4.60  4.58 |   8
huf0     |    1201     -   |    2634     -   |  4.79   -   |   8
huf0_4x2 |    1215    2760 |    2610    2781 |  4.79  4.78 |   8
fse_stk  |     630     840 |     632     647 |  6.42  6.50 |   8
fse_x8y1 |     356     851 |     615     653 |  6.49  6.50 |   8
oo_huff  |    1595     -   |    2999     -   |  4.79   -   |   8
oo_tans  |     681     -   |    2402     -   |  6.44   -   |   8

