fair-bench: 1 MB-class buffer = 1024 KB, adaptive 10-20 runs x 50 reps (top-2 within 2% stops), ph table-G=128 KB, BLK=8192
columns: enc(opaque prebuilt)  dec(opaque prebuilt)  MB/s | ratio(op pb) | builds/1MB

== proba80          ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1405    3505 |   15835   16777 |  6.29  6.32 |   8
pha      |    1203    2410 |    5906    6170 |  8.45  8.51 |   8
ph_naive |    1414    3478 |   15683   16761 |  6.29  6.32 |   8
ph_flat  |    1420    3396 |   15664   16686 |  6.29  6.32 |   8
td_naive |     408     491 |    1276    1282 |  6.35  6.39 |   8
td_scl_opt |     481     604 |    1699    1670 |  6.29  6.32 |   8
td_nv_simd |     401     481 |    4281    4291 |  6.35  6.39 |   8
td_simdopt |    1344    3165 |    9369    9109 |  6.29  6.32 |   8
huf0     |    1290     -   |    2764     -   |  6.40   -   |   8
huf0_4x2 |    1316    2688 |    2766    2775 |  6.40  6.40 |   8
fse_stk  |     629     860 |     656     653 |  8.86  8.86 |   8
fse_x8y1 |     364     864 |     632     664 |  8.86  8.86 |   8
oo_huff  |    1725     -   |    3111     -   |  6.40   -   |   8
oo_tans  |     683     -   |    2485     -   |  8.84   -   |   8

== english          ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1377    2038 |    6294    6385 |  1.86  1.87 |   8
pha      |    1378    2084 |    6394    6354 |  1.86  1.87 |   8
ph_naive |    1187    1645 |    4340    4483 |  1.85  1.85 |   8
ph_flat  |    1269    1866 |    5382    5566 |  1.86  1.86 |   8
td_naive |      63      64 |     472     473 |  1.87  1.88 |   8
td_scl_opt |     143     149 |     749     748 |  1.86  1.87 |   8
td_nv_simd |      62      63 |    2186    2146 |  1.87  1.88 |   8
td_simdopt |    1306    2001 |    3220    3274 |  1.86  1.87 |   8
huf0     |    1721     -   |    2608     -   |  1.88   -   |   8
huf0_4x2 |    1685    2766 |    2599    2633 |  1.88  1.88 |   8
fse_stk  |     720     829 |     799     814 |  1.89  1.89 |   8
fse_x8y1 |    1047    1924 |    1887    2011 |  1.89  1.89 |   8
oo_huff  |    2436     -   |    3233     -   |  1.88   -   |   8
oo_tans  |     773     -   |    2457     -   |  1.89   -   |   8

== html_wiki        ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1170    1701 |    4390    4703 |  1.41  1.40 |   8
pha      |    1150    1635 |    4534    4512 |  1.41  1.40 |   8
ph_naive |     783     998 |    2329    2556 |  1.33  1.32 |   8
ph_flat  |    1095    1595 |    4146    4214 |  1.40  1.40 |   8
td_naive |      47      48 |     359     357 |  1.40  1.40 |   8
td_scl_opt |     109     116 |     597     589 |  1.41  1.40 |   8
td_nv_simd |      47      48 |    1574    1582 |  1.40  1.40 |   8
td_simdopt |    1077    1723 |    2598    2482 |  1.41  1.40 |   8
huf0     |    1694     -   |    2203     -   |  1.44   -   |   8
huf0_4x2 |    1713    2804 |    2055    2236 |  1.44  1.44 |   8
fse_stk  |     728     842 |     794     818 |  1.45  1.46 |   8
fse_x8y1 |    1129    1919 |    1946    2058 |  1.45  1.46 |   8
oo_huff  |    2237     -   |    3089     -   |  1.44   -   |   8
oo_tans  |     776     -   |    2410     -   |  1.45   -   |   8

== prose_pride      ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1195    1727 |    4803    4998 |  1.72  1.72 |   8
pha      |    1139    1634 |    4663    4962 |  1.72  1.72 |   8
ph_naive |     976    1342 |    3338    3473 |  1.67  1.66 |   8
ph_flat  |    1156    1631 |    4365    4500 |  1.71  1.71 |   8
td_naive |      57      58 |     438     438 |  1.73  1.72 |   8
td_scl_opt |     105     108 |     585     583 |  1.72  1.72 |   8
td_nv_simd |      57      59 |    1934    1920 |  1.73  1.72 |   8
td_simdopt |    1131    1748 |    2650    2765 |  1.72  1.72 |   8
huf0     |    1702     -   |    2443     -   |  1.74   -   |   8
huf0_4x2 |    1667    2713 |    2487    2539 |  1.74  1.74 |   8
fse_stk  |     702     830 |     807     817 |  1.76  1.76 |   8
fse_x8y1 |    1009    1902 |    1842    2013 |  1.76  1.76 |   8
oo_huff  |    2304     -   |    3067     -   |  1.75   -   |   8
oo_tans  |     781     -   |    2375     -   |  1.76   -   |   8

== image_jpeg       ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1316    1958 |    5183    5197 |  1.00  1.00 |   8
pha      |    1304    1928 |    5165    5191 |  1.00  1.00 |   8
ph_naive |     571     720 |    1541    1627 |  0.94  0.94 |   8
ph_flat  |    1070    1510 |    3714    3924 |  1.00  1.00 |   8
td_naive |      33      33 |     258     254 |  1.00  1.00 |   8
td_scl_opt |     154     155 |     752     713 |  1.00  1.00 |   8
td_nv_simd |      33      33 |    1038    1062 |  1.00  1.00 |   8
td_simdopt |    1179    2031 |    2656    2541 |  1.00  1.00 |   8
huf0     |    1709     -   |    1439     -   |  1.01   -   |   8
huf0_4x2 |    1692    2672 |    1338    1381 |  1.01  1.01 |   8
fse_stk  |     727     841 |     799     816 |  1.01  1.01 |   8
fse_x8y1 |    1227    1847 |    1906    2060 |  1.01  1.01 |   8
oo_huff  |    2672     -   |    3177     -   |  1.01   -   |   8
oo_tans  |     803     -   |    2395     -   |  1.01   -   |   8

== json_api         ==        enc_op  enc_pb   dec_op  dec_pb |  r_op  r_pb | blds
ph       |    1155    1581 |    4396    4490 |  1.51  1.51 |   8
pha      |    1108    1587 |    4305    4470 |  1.51  1.51 |   8
ph_naive |     923    1210 |    2983    3123 |  1.46  1.46 |   8
ph_flat  |    1118    1525 |    4006    4227 |  1.50  1.50 |   8
td_naive |      50      51 |     368     379 |  1.51  1.51 |   8
td_scl_opt |     106     111 |     587     573 |  1.51  1.51 |   8
td_nv_simd |      49      51 |    1736    1729 |  1.51  1.51 |   8
td_simdopt |    1077    1694 |    2611    2612 |  1.51  1.51 |   8
huf0     |    1702     -   |    2312     -   |  1.53   -   |   8
huf0_4x2 |    1672    2786 |    2182    2221 |  1.53  1.53 |   8
fse_stk  |     699     814 |     775     792 |  1.53  1.54 |   8
fse_x8y1 |    1083    1842 |    1855    2043 |  1.54  1.54 |   8
oo_huff  |    2243     -   |    3028     -   |  1.53   -   |   8
oo_tans  |     788     -   |    2370     -   |  1.53   -   |   8
