| Compressor name      | Compression | Decompress. | Compr. size |  Ratio | Filename        |
| misa77 0.4.0 -2      |   5.08 MB/s |   9409 MB/s |     4327354 |  43.40 | silesia/mr      |
| misa77 0.4.0 safe -0 |    112 MB/s |  13301 MB/s |     5301136 |  53.17 | silesia/mr      |
| misa77 0.4.0 safe -1 |    104 MB/s |   8655 MB/s |     4707646 |  47.22 | silesia/mr      |
| lz4hc 1.10.0 -9      |   31.0 MB/s |   4618 MB/s |     4245211 |  42.58 | silesia/mr      |
| lz4hc 1.10.0 -12     |   12.8 MB/s |   4606 MB/s |     4189363 |  42.02 | silesia/mr      |
| snappy 1.2.2         |    944 MB/s |   2546 MB/s |     5399507 |  54.15 | silesia/mr      |
| zxc 0.13.1 -3        |    222 MB/s |   9419 MB/s |     4908330 |  49.23 | silesia/mr      |
| zxc 0.13.1 -4        |    153 MB/s |   9278 MB/s |     4786383 |  48.01 | silesia/mr      |
| zxc 0.13.1 -5        |    105 MB/s |   8909 MB/s |     4577653 |  45.91 | silesia/mr      |
| zxc 0.13.1 -7        |   16.3 MB/s |   5059 MB/s |     3512373 |  35.23 | silesia/mr      |
| zstd 1.5.7 -1        |    661 MB/s |   1703 MB/s |     3813409 |  38.25 | silesia/mr      |
| lzav 5.11 -1         |    677 MB/s |   4477 MB/s |     4651753 |  46.65 | silesia/mr      |
| lzav 5.11 -2         |    139 MB/s |   3772 MB/s |     4201266 |  42.14 | silesia/mr      |
| lz4 1.10.0           |    579 MB/s |   4113 MB/s |     6428742 |  63.07 | silesia/dickens |
| misa77 0.4.0 -0      |    104 MB/s |  11943 MB/s |     5207945 |  51.10 | silesia/dickens |
| misa77 0.4.0 -1      |    105 MB/s |   9658 MB/s |     4680658 |  45.92 | silesia/dickens |
| misa77 0.4.0 -2      |   4.14 MB/s |   8597 MB/s |     4311172 |  42.30 | silesia/dickens |
| misa77 0.4.0 safe -0 |    103 MB/s |  11867 MB/s |     5207945 |  51.10 | silesia/dickens |
| misa77 0.4.0 safe -1 |    105 MB/s |   9524 MB/s |     4680658 |  45.92 | silesia/dickens |
| lz4hc 1.10.0 -9      |   31.5 MB/s |   3708 MB/s |     4432823 |  43.49 | silesia/dickens |
| lz4hc 1.10.0 -12     |   18.1 MB/s |   3608 MB/s |     4376097 |  42.93 | silesia/dickens |
| snappy 1.2.2         |    588 MB/s |   2083 MB/s |     6249045 |  61.31 | silesia/dickens |
| zxc 0.13.1 -3        |    163 MB/s |   8613 MB/s |     5813174 |  57.03 | silesia/dickens |
| zxc 0.13.1 -4        |    111 MB/s |   7954 MB/s |     5221630 |  51.23 | silesia/dickens |
| zxc 0.13.1 -5        |   70.3 MB/s |   8090 MB/s |     4956392 |  48.63 | silesia/dickens |
| zxc 0.13.1 -7        |   13.4 MB/s |   5415 MB/s |     3739859 |  36.69 | silesia/dickens |
| zstd 1.5.7 -1        |    523 MB/s |   1539 MB/s |     4261734 |  41.81 | silesia/dickens |
| lzav 5.11 -1         |    406 MB/s |   3086 MB/s |     4628824 |  45.41 | silesia/dickens |
| lzav 5.11 -2         |    136 MB/s |   3902 MB/s |     3941917 |  38.67 | silesia/dickens |
| lz4 1.10.0           |   3048 MB/s |  23566 MB/s |     8390195 |  99.01 | silesia/x-ray   |
| misa77 0.4.0 -0      |    202 MB/s |  38265 MB/s |     8376906 |  98.85 | silesia/x-ray   |
| misa77 0.4.0 -1      |   57.4 MB/s |   4178 MB/s |     7268810 |  85.78 | silesia/x-ray   |
| misa77 0.4.0 -2      |   54.1 MB/s |   5786 MB/s |     6987025 |  82.45 | silesia/x-ray   |
| misa77 0.4.0 safe -0 |    202 MB/s |  37824 MB/s |     8376906 |  98.85 | silesia/x-ray   |
| misa77 0.4.0 safe -1 |   57.2 MB/s |   4100 MB/s |     7268810 |  85.78 | silesia/x-ray   |
| lz4hc 1.10.0 -9      |   66.0 MB/s |   3829 MB/s |     7175001 |  84.67 | silesia/x-ray   |
| lz4hc 1.10.0 -12     |   44.3 MB/s |   3769 MB/s |     7172970 |  84.64 | silesia/x-ray   |
| snappy 1.2.2         |  19303 MB/s |  46970 MB/s |     8457853 |  99.81 | silesia/x-ray   |
| zxc 0.13.1 -3        |  11863 MB/s |  81777 MB/s |     8474348 | 100.00 | silesia/x-ray   |
| zxc 0.13.1 -4        |  12615 MB/s |  80675 MB/s |     8474338 | 100.00 | silesia/x-ray   |
| zxc 0.13.1 -5        |   76.5 MB/s |   8158 MB/s |     7616482 |  89.88 | silesia/x-ray   |
| zxc 0.13.1 -7        |   33.9 MB/s |   2302 MB/s |     6098748 |  71.97 | silesia/x-ray   |
| zstd 1.5.7 -1        |    892 MB/s |   1343 MB/s |     6772118 |  79.91 | silesia/x-ray   |
| lzav 5.11 -1         |  25489 MB/s |  49678 MB/s |     8474015 | 100.00 | silesia/x-ray   |
| lzav 5.11 -2         |   93.0 MB/s |   2636 MB/s |     7152549 |  84.40 | silesia/x-ray   |
| lz4 1.10.0           |    891 MB/s |   5068 MB/s |     4338918 |  70.53 | silesia/ooffice |
| misa77 0.4.0 -0      |   72.1 MB/s |   9366 MB/s |     4057627 |  65.95 | silesia/ooffice |
| misa77 0.4.0 -1      |   76.7 MB/s |   8003 MB/s |     3704055 |  60.21 | silesia/ooffice |
| misa77 0.4.0 -2      |   17.9 MB/s |  10150 MB/s |     3699369 |  60.13 | silesia/ooffice |
| misa77 0.4.0 safe -0 |   72.6 MB/s |   9133 MB/s |     4057627 |  65.95 | silesia/ooffice |
| misa77 0.4.0 safe -1 |   77.2 MB/s |   7874 MB/s |     3704055 |  60.21 | silesia/ooffice |
| lz4hc 1.10.0 -9      |   51.4 MB/s |   4292 MB/s |     3543764 |  57.60 | silesia/ooffice |
| lz4hc 1.10.0 -12     |   24.7 MB/s |   4168 MB/s |     3535250 |  57.46 | silesia/ooffice |
| snappy 1.2.2         |    754 MB/s |   2555 MB/s |     4290349 |  69.74 | silesia/ooffice |
| zxc 0.13.1 -3        |    236 MB/s |  12460 MB/s |     4871085 |  79.18 | silesia/ooffice |
| zxc 0.13.1 -4        |    111 MB/s |   7607 MB/s |     3984641 |  64.77 | silesia/ooffice |
| zxc 0.13.1 -5        |   84.1 MB/s |   7408 MB/s |     3862608 |  62.78 | silesia/ooffice |
| zxc 0.13.1 -7        |   20.2 MB/s |   3366 MB/s |     3379626 |  54.93 | silesia/ooffice |
| zstd 1.5.7 -1        |    669 MB/s |   1249 MB/s |     3593224 |  58.41 | silesia/ooffice |
| lzav 5.11 -1         |    687 MB/s |   4120 MB/s |     4017547 |  65.30 | silesia/ooffice |
| lzav 5.11 -2         |    136 MB/s |   3287 MB/s |     3560078 |  57.87 | silesia/ooffice |
| lz4 1.10.0           |   1221 MB/s |   5831 MB/s |     1227495 |  22.96 | silesia/xml     |
| misa77 0.4.0 -0      |    244 MB/s |  22949 MB/s |     1087784 |  20.35 | silesia/xml     |
| misa77 0.4.0 -1      |    251 MB/s |  21221 MB/s |     1037015 |  19.40 | silesia/xml     |
| misa77 0.4.0 -2      |   13.7 MB/s |  19523 MB/s |      714142 |  13.36 | silesia/xml     |
| misa77 0.4.0 safe -0 |    243 MB/s |  22601 MB/s |     1087784 |  20.35 | silesia/xml     |
| misa77 0.4.0 safe -1 |    251 MB/s |  20951 MB/s |     1037015 |  19.40 | silesia/xml     |
| lz4hc 1.10.0 -9      |   95.5 MB/s |   8259 MB/s |      770055 |  14.41 | silesia/xml     |
| lz4hc 1.10.0 -12     |   35.9 MB/s |   8483 MB/s |      759893 |  14.22 | silesia/xml     |
| snappy 1.2.2         |   1428 MB/s |   5305 MB/s |     1299366 |  24.31 | silesia/xml     |
| zxc 0.13.1 -3        |    441 MB/s |  10438 MB/s |     1011752 |  18.93 | silesia/xml     |
| zxc 0.13.1 -4        |    327 MB/s |  10947 MB/s |      985654 |  18.44 | silesia/xml     |
| zxc 0.13.1 -5        |    218 MB/s |  12776 MB/s |      896781 |  16.78 | silesia/xml     |
| zxc 0.13.1 -7        |   7.71 MB/s |   8516 MB/s |      667395 |  12.49 | silesia/xml     |
| zstd 1.5.7 -1        |   1137 MB/s |   2812 MB/s |      693317 |  12.97 | silesia/xml     |
| lzav 5.11 -1         |   1346 MB/s |   7298 MB/s |      895702 |  16.76 | silesia/xml     |
| lzav 5.11 -2         |    341 MB/s |   8949 MB/s |      715265 |  13.38 | silesia/xml     |
| lz4 1.10.0           |    920 MB/s |   5418 MB/s |     7716839 |  35.72 | silesia/samba   |
| misa77 0.4.0 -0      |    171 MB/s |  16533 MB/s |     7128490 |  32.99 | silesia/samba   |
| misa77 0.4.0 -1      |    183 MB/s |  14993 MB/s |     6726112 |  31.13 | silesia/samba   |
| misa77 0.4.0 -2      |   10.0 MB/s |  12859 MB/s |     6126539 |  28.36 | silesia/samba   |
| misa77 0.4.0 safe -0 |    176 MB/s |  16345 MB/s |     7128490 |  32.99 | silesia/samba   |
| misa77 0.4.0 safe -1 |    180 MB/s |  14866 MB/s |     6726112 |  31.13 | silesia/samba   |
| lz4hc 1.10.0 -9      |   74.9 MB/s |   5711 MB/s |     6139489 |  28.42 | silesia/samba   |
| lz4hc 1.10.0 -12     |   16.9 MB/s |   5578 MB/s |     6095902 |  28.21 | silesia/samba   |
| snappy 1.2.2         |   1111 MB/s |   4151 MB/s |     8014394 |  37.09 | silesia/samba   |
| zxc 0.13.1 -3        |    342 MB/s |   8230 MB/s |     7476205 |  34.60 | silesia/samba   |
| zxc 0.13.1 -4        |    260 MB/s |   8229 MB/s |     7037705 |  32.57 | silesia/samba   |
| zxc 0.13.1 -5        |    169 MB/s |   8240 MB/s |     6733675 |  31.17 | silesia/samba   |
| zxc 0.13.1 -7        |   11.0 MB/s |   5518 MB/s |     5603803 |  25.94 | silesia/samba   |
| zstd 1.5.7 -1        |    805 MB/s |   2073 MB/s |     5487600 |  25.40 | silesia/samba   |
| lzav 5.11 -1         |    863 MB/s |   5176 MB/s |     6248538 |  28.92 | silesia/samba   |
| lzav 5.11 -2         |    230 MB/s |   5750 MB/s |     5494656 |  25.43 | silesia/samba   |
| lz4 1.10.0           |   1503 MB/s |   7390 MB/s |     5533040 |  16.49 | silesia/nci     |
| misa77 0.4.0 -0      |    317 MB/s |  20376 MB/s |     5591111 |  16.66 | silesia/nci     |
| misa77 0.4.0 -1      |    309 MB/s |  20035 MB/s |     5452955 |  16.25 | silesia/nci     |
| misa77 0.4.0 -2      |   8.75 MB/s |  16477 MB/s |     3105923 |   9.26 | silesia/nci     |
| misa77 0.4.0 safe -0 |    310 MB/s |  20381 MB/s |     5591111 |  16.66 | silesia/nci     |
| misa77 0.4.0 safe -1 |    308 MB/s |  19712 MB/s |     5452955 |  16.25 | silesia/nci     |
| lz4hc 1.10.0 -9      |   69.5 MB/s |   8881 MB/s |     3673771 |  10.95 | silesia/nci     |
| lz4hc 1.10.0 -12     |   25.2 MB/s |   8502 MB/s |     3617512 |  10.78 | silesia/nci     |
| snappy 1.2.2         |   1851 MB/s |   6668 MB/s |     6121795 |  18.24 | silesia/nci     |
| zxc 0.13.1 -3        |    595 MB/s |  10882 MB/s |     4837924 |  14.42 | silesia/nci     |
| zxc 0.13.1 -4        |    426 MB/s |  11221 MB/s |     4762858 |  14.19 | silesia/nci     |
| zxc 0.13.1 -5        |    269 MB/s |  11279 MB/s |     4378198 |  13.05 | silesia/nci     |
| zxc 0.13.1 -7        |   4.97 MB/s |   7711 MB/s |     3059425 |   9.12 | silesia/nci     |
| zstd 1.5.7 -1        |   1300 MB/s |   2816 MB/s |     2848578 |   8.49 | silesia/nci     |
| lzav 5.11 -1         |   1551 MB/s |   8350 MB/s |     4266147 |  12.71 | silesia/nci     |
| lzav 5.11 -2         |    344 MB/s |   9920 MB/s |     3337872 |   9.95 | silesia/nci     |
| lz4 1.10.0           |   1060 MB/s |   7758 MB/s |     6790273 |  93.63 | silesia/sao     |
| misa77 0.4.0 -0      |   61.3 MB/s |  11947 MB/s |     6179952 |  85.22 | silesia/sao     |
| misa77 0.4.0 -1      |   60.7 MB/s |   7244 MB/s |     5965605 |  82.26 | silesia/sao     |
| misa77 0.4.0 -2      |   14.3 MB/s |  10815 MB/s |     5767724 |  79.53 | silesia/sao     |
| misa77 0.4.0 safe -0 |   61.4 MB/s |  11726 MB/s |     6179952 |  85.22 | silesia/sao     |
| misa77 0.4.0 safe -1 |   60.6 MB/s |   7000 MB/s |     5965605 |  82.26 | silesia/sao     |
| lz4hc 1.10.0 -9      |   40.0 MB/s |   3776 MB/s |     5735258 |  79.09 | silesia/sao     |
| lz4hc 1.10.0 -12     |   27.3 MB/s |   4298 MB/s |     5668734 |  78.17 | silesia/sao     |
| snappy 1.2.2         |    874 MB/s |   3144 MB/s |     6437634 |  88.77 | silesia/sao     |
| zxc 0.13.1 -3        |  10359 MB/s |  71418 MB/s |     7249515 |  99.97 | silesia/sao     |
| zxc 0.13.1 -4        |    196 MB/s |  16549 MB/s |     6788513 |  93.61 | silesia/sao     |
| zxc 0.13.1 -5        |   67.1 MB/s |   6691 MB/s |     6036177 |  83.24 | silesia/sao     |
| zxc 0.13.1 -7        |   23.4 MB/s |   3131 MB/s |     5534493 |  76.32 | silesia/sao     |
| zstd 1.5.7 -1        |    696 MB/s |   1259 MB/s |     6250010 |  86.18 | silesia/sao     |
| lzav 5.11 -1         |    648 MB/s |   4154 MB/s |     6146264 |  84.75 | silesia/sao     |
| lzav 5.11 -2         |    134 MB/s |   4092 MB/s |     5790276 |  79.84 | silesia/sao     |
| lz4 1.10.0           |    530 MB/s |   3611 MB/s |     3181387 |  48.00 | silesia/reymont |
| misa77 0.4.0 -0      |    149 MB/s |  13816 MB/s |     2514389 |  37.94 | silesia/reymont |
| misa77 0.4.0 -1      |    145 MB/s |  12638 MB/s |     2368486 |  35.74 | silesia/reymont |
| misa77 0.4.0 -2      |   2.15 MB/s |  11549 MB/s |     1965576 |  29.66 | silesia/reymont |
| misa77 0.4.0 safe -0 |    148 MB/s |  13687 MB/s |     2514389 |  37.94 | silesia/reymont |
| misa77 0.4.0 safe -1 |    145 MB/s |  12524 MB/s |     2368486 |  35.74 | silesia/reymont |
| lz4hc 1.10.0 -9      |   24.8 MB/s |   4543 MB/s |     2111095 |  31.85 | silesia/reymont |
| lz4hc 1.10.0 -12     |   13.6 MB/s |   4572 MB/s |     2063052 |  31.13 | silesia/reymont |
| snappy 1.2.2         |    708 MB/s |   2382 MB/s |     3204491 |  48.35 | silesia/reymont |
| zxc 0.13.1 -3        |    200 MB/s |   8420 MB/s |     2703538 |  40.79 | silesia/reymont |
| zxc 0.13.1 -4        |    146 MB/s |   8711 MB/s |     2596022 |  39.17 | silesia/reymont |
| zxc 0.13.1 -5        |   70.6 MB/s |   9168 MB/s |     2380537 |  35.92 | silesia/reymont |
| zxc 0.13.1 -7        |   7.22 MB/s |   6130 MB/s |     1832824 |  27.66 | silesia/reymont |
| zstd 1.5.7 -1        |    486 MB/s |   1569 MB/s |     2149170 |  32.43 | silesia/reymont |
| lzav 5.11 -1         |    539 MB/s |   3862 MB/s |     2457445 |  37.08 | silesia/reymont |
| lzav 5.11 -2         |    184 MB/s |   4237 MB/s |     2091494 |  31.56 | silesia/reymont |
| lz4 1.10.0           |    956 MB/s |   5198 MB/s |     5256666 |  52.12 | silesia/osdb    |
| misa77 0.4.0 -0      |    116 MB/s |  11391 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.4.0 -1      |    123 MB/s |  11752 MB/s |     4065267 |  40.31 | silesia/osdb    |
| misa77 0.4.0 -2      |   14.2 MB/s |  13814 MB/s |     3699652 |  36.68 | silesia/osdb    |
| misa77 0.4.0 safe -0 |    116 MB/s |  11271 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.4.0 safe -1 |    123 MB/s |  11625 MB/s |     4065267 |  40.31 | silesia/osdb    |
| lz4hc 1.10.0 -9      |   83.7 MB/s |   5455 MB/s |     3977505 |  39.44 | silesia/osdb    |
| lz4hc 1.10.0 -12     |   39.7 MB/s |   5658 MB/s |     3946233 |  39.13 | silesia/osdb    |
| snappy 1.2.2         |   1285 MB/s |   4532 MB/s |     5324851 |  52.80 | silesia/osdb    |
| zxc 0.13.1 -3        |    373 MB/s |  16257 MB/s |     6598704 |  65.43 | silesia/osdb    |
| zxc 0.13.1 -4        |    215 MB/s |  10175 MB/s |     4567995 |  45.29 | silesia/osdb    |
| zxc 0.13.1 -5        |    139 MB/s |   9085 MB/s |     4207554 |  41.72 | silesia/osdb    |
| zxc 0.13.1 -7        |   19.2 MB/s |   5126 MB/s |     3565281 |  35.35 | silesia/osdb    |
| zstd 1.5.7 -1        |    764 MB/s |   1789 MB/s |     3729819 |  36.98 | silesia/osdb    |
| lzav 5.11 -1         |    913 MB/s |   5758 MB/s |     4023475 |  39.89 | silesia/osdb    |
| lzav 5.11 -2         |    216 MB/s |   5951 MB/s |     3978122 |  39.44 | silesia/osdb    |
