| Compressor name          | Compression | Decompress. | Compr. size |  Ratio | Filename             |
| snappy 1.2.2             |    659 MB/s |   1487 MB/s |     6147681 |  23.45 | extra/gharchive.json |
| zxc 0.12.0 -3            |    238 MB/s |   3522 MB/s |     4889623 |  18.65 | extra/gharchive.json |
| zxc 0.12.0 -4            |    189 MB/s |   3561 MB/s |     4815048 |  18.37 | extra/gharchive.json |
| zxc 0.12.0 -5            |    138 MB/s |   3748 MB/s |     4641894 |  17.71 | extra/gharchive.json |
| zstd 1.5.7 -1            |    574 MB/s |   1711 MB/s |     3015940 |  11.50 | extra/gharchive.json |
| zstd 1.5.7 -3            |    478 MB/s |   1815 MB/s |     2598616 |   9.91 | extra/gharchive.json |
| lizard 2.1 -10           |    514 MB/s |   2739 MB/s |     5352319 |  20.42 | extra/gharchive.json |
| misa77 0.2.0 -0          |   54.5 MB/s |   5217 MB/s |     2608171 |  56.23 | extra/ecoli          |
| misa77 0.2.0 -1          |   51.0 MB/s |   4200 MB/s |     2268874 |  48.91 | extra/ecoli          |
| misa77 0.2.0 adaptive -0 |   3.20 MB/s |   5482 MB/s |     2571748 |  55.44 | extra/ecoli          |
| misa77 0.2.0 adaptive -1 |   3.27 MB/s |   4812 MB/s |     2343636 |  50.52 | extra/ecoli          |
| lz4 1.10.0               |    315 MB/s |   1519 MB/s |     2594794 |  55.94 | extra/ecoli          |
| lz4hc 1.10.0 -12         |   0.95 MB/s |   2374 MB/s |     1653833 |  35.65 | extra/ecoli          |
| lzsse4fast 2019-04-18    |    166 MB/s |   1924 MB/s |     2651490 |  57.16 | extra/ecoli          |
| lzsse8fast 2019-04-18    |    170 MB/s |   1976 MB/s |     2671334 |  57.59 | extra/ecoli          |
| snappy 1.2.2             |    374 MB/s |    745 MB/s |     2160982 |  46.59 | extra/ecoli          |
| zxc 0.12.0 -3            |   80.5 MB/s |   2257 MB/s |     2231637 |  48.11 | extra/ecoli          |
| zxc 0.12.0 -4            |   61.3 MB/s |   2310 MB/s |     2213113 |  47.71 | extra/ecoli          |
| zxc 0.12.0 -5            |   14.8 MB/s |   2666 MB/s |     1904067 |  41.05 | extra/ecoli          |
| zstd 1.5.7 -1            |    180 MB/s |    793 MB/s |     1411958 |  30.44 | extra/ecoli          |
| zstd 1.5.7 -3            |    172 MB/s |    853 MB/s |     1392346 |  30.02 | extra/ecoli          |
| lizard 2.1 -10           |    288 MB/s |   1935 MB/s |     2595420 |  55.95 | extra/ecoli          |
| misa77 0.2.0 -0          |    155 MB/s |   9925 MB/s |     4072452 |  15.54 | extra/nasa_http.log  |
| misa77 0.2.0 -1          |    154 MB/s |   9624 MB/s |     4013975 |  15.31 | extra/nasa_http.log  |
| misa77 0.2.0 adaptive -0 |   4.40 MB/s |  10651 MB/s |     4269020 |  16.29 | extra/nasa_http.log  |
| misa77 0.2.0 adaptive -1 |   4.45 MB/s |  10462 MB/s |     4104920 |  15.66 | extra/nasa_http.log  |
| lz4 1.10.0               |    555 MB/s |   2216 MB/s |     4930865 |  18.81 | extra/nasa_http.log  |
| lz4hc 1.10.0 -12         |   12.6 MB/s |   3665 MB/s |     3119832 |  11.90 | extra/nasa_http.log  |
| lzsse4fast 2019-04-18    |    320 MB/s |   5011 MB/s |     4462500 |  17.02 | extra/nasa_http.log  |
| lzsse8fast 2019-04-18    |    307 MB/s |   4830 MB/s |     4558629 |  17.39 | extra/nasa_http.log  |
| snappy 1.2.2             |    669 MB/s |   1546 MB/s |     4960637 |  18.92 | extra/nasa_http.log  |
| zxc 0.12.0 -3            |    227 MB/s |   2636 MB/s |     4346462 |  16.58 | extra/nasa_http.log  |
| zxc 0.12.0 -4            |    171 MB/s |   2833 MB/s |     4248832 |  16.21 | extra/nasa_http.log  |
| zxc 0.12.0 -5            |   93.7 MB/s |   3638 MB/s |     3792077 |  14.47 | extra/nasa_http.log  |
| zstd 1.5.7 -1            |    481 MB/s |   1255 MB/s |     2884270 |  11.00 | extra/nasa_http.log  |
| zstd 1.5.7 -3            |    427 MB/s |   1253 MB/s |     2707576 |  10.33 | extra/nasa_http.log  |
| lizard 2.1 -10           |    499 MB/s |   1808 MB/s |     4934205 |  18.82 | extra/nasa_http.log  |
| misa77 0.2.0 -0          |   54.5 MB/s |   5219 MB/s |    90386641 |  42.64 | extra/silesia.tar    |
| misa77 0.2.0 -1          |   51.2 MB/s |   4274 MB/s |    84042203 |  39.65 | extra/silesia.tar    |
| misa77 0.2.0 adaptive -0 |   7.32 MB/s |   5510 MB/s |    90614759 |  42.75 | extra/silesia.tar    |
| misa77 0.2.0 adaptive -1 |   7.57 MB/s |   5184 MB/s |    85933791 |  40.54 | extra/silesia.tar    |
| lz4 1.10.0               |    371 MB/s |   2505 MB/s |   100881193 |  47.59 | extra/silesia.tar    |
| lz4hc 1.10.0 -12         |   7.31 MB/s |   2531 MB/s |    77262993 |  36.45 | extra/silesia.tar    |
| lzsse4fast 2019-04-18    |    186 MB/s |   2522 MB/s |    95928329 |  45.26 | extra/silesia.tar    |
| lzsse8fast 2019-04-18    |    183 MB/s |   2661 MB/s |    94948170 |  44.80 | extra/silesia.tar    |
| snappy 1.2.2             |    375 MB/s |    855 MB/s |   101496146 |  47.89 | extra/silesia.tar    |
| zxc 0.12.0 -3            |    115 MB/s |   2841 MB/s |    96345600 |  45.46 | extra/silesia.tar    |
| zxc 0.12.0 -4            |   80.8 MB/s |   2726 MB/s |    90352578 |  42.63 | extra/silesia.tar    |
| zxc 0.12.0 -5            |   48.6 MB/s |   2599 MB/s |    85316459 |  40.25 | extra/silesia.tar    |
| zstd 1.5.7 -1            |    297 MB/s |    901 MB/s |    73215329 |  34.54 | extra/silesia.tar    |
| zstd 1.5.7 -3            |    185 MB/s |    852 MB/s |    66133933 |  31.20 | extra/silesia.tar    |
| lizard 2.1 -10           |    320 MB/s |   2452 MB/s |   103407148 |  48.79 | extra/silesia.tar    |
