| Compressor name       | Compression | Decompress. | Compr. size |  Ratio | Filename            |
| misa77 0.3.0 safe -0  |    155 MB/s |   9806 MB/s |     4072452 |  15.54 | misc/nasa_http.log  |
| misa77 0.3.0 safe -1  |    155 MB/s |   9466 MB/s |     4013975 |  15.31 | misc/nasa_http.log  |
| lz4hc 1.10.0 -12      |   12.5 MB/s |   3659 MB/s |     3119832 |  11.90 | misc/nasa_http.log  |
| lzsse4fast 2019-04-18 |    322 MB/s |   5049 MB/s |     4462500 |  17.02 | misc/nasa_http.log  |
| lzsse8fast 2019-04-18 |    306 MB/s |   4857 MB/s |     4558629 |  17.39 | misc/nasa_http.log  |
| snappy 1.2.2          |    668 MB/s |   1545 MB/s |     4960637 |  18.92 | misc/nasa_http.log  |
| zxc 0.13.1 -3         |    227 MB/s |   2653 MB/s |     4346462 |  16.58 | misc/nasa_http.log  |
| zxc 0.13.1 -4         |    170 MB/s |   2844 MB/s |     4248832 |  16.21 | misc/nasa_http.log  |
| zxc 0.13.1 -5         |   91.8 MB/s |   3647 MB/s |     3792077 |  14.47 | misc/nasa_http.log  |
| zstd 1.5.7 -1         |    479 MB/s |   1256 MB/s |     2884270 |  11.00 | misc/nasa_http.log  |
| lzav 5.11 -1          |    530 MB/s |   2441 MB/s |     3799182 |  14.49 | misc/nasa_http.log  |
| lz4 1.10.0            |    371 MB/s |   2510 MB/s |   100881193 |  47.59 | misc/silesia.tar    |
| misa77 0.3.0 -0       |   54.1 MB/s |   5363 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.3.0 -1       |   51.2 MB/s |   4372 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| misa77 0.3.0 safe -0  |   54.1 MB/s |   5205 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.3.0 safe -1  |   51.2 MB/s |   4235 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| lz4hc 1.10.0 -12      |   7.31 MB/s |   2533 MB/s |    77262993 |  36.45 | misc/silesia.tar    |
| lzsse4fast 2019-04-18 |    187 MB/s |   2538 MB/s |    95928329 |  45.26 | misc/silesia.tar    |
| lzsse8fast 2019-04-18 |    183 MB/s |   2668 MB/s |    94948170 |  44.80 | misc/silesia.tar    |
| snappy 1.2.2          |    375 MB/s |    858 MB/s |   101496146 |  47.89 | misc/silesia.tar    |
| zxc 0.13.1 -3         |    116 MB/s |   2830 MB/s |    96345600 |  45.46 | misc/silesia.tar    |
| zxc 0.13.1 -4         |   81.0 MB/s |   2721 MB/s |    90352578 |  42.63 | misc/silesia.tar    |
| zxc 0.13.1 -5         |   48.4 MB/s |   2599 MB/s |    85316459 |  40.25 | misc/silesia.tar    |
| zstd 1.5.7 -1         |    296 MB/s |    903 MB/s |    73215329 |  34.54 | misc/silesia.tar    |
| lzav 5.11 -1          |    297 MB/s |   1725 MB/s |    84650302 |  39.94 | misc/silesia.tar    |
