| Compressor name      | Compression | Decompress. | Compr. size |  Ratio | Filename        |
| zstd 1.5.7 -1        |    725 MB/s |   1443 MB/s |    19968503 |  38.99 | silesia/mozilla |
| lzav 5.11 -1         |    755 MB/s |   3751 MB/s |    23715733 |  46.30 | silesia/mozilla |
| lz4 1.10.0           |    931 MB/s |   5244 MB/s |     5440937 |  54.57 | silesia/mr      |
| misa77 0.3.0 -0      |    113 MB/s |  13381 MB/s |     5301136 |  53.17 | silesia/mr      |
| misa77 0.3.0 -1      |    105 MB/s |   8778 MB/s |     4707646 |  47.22 | silesia/mr      |
| misa77 0.3.0 safe -0 |    113 MB/s |  13394 MB/s |     5301136 |  53.17 | silesia/mr      |
| misa77 0.3.0 safe -1 |    105 MB/s |   8569 MB/s |     4707646 |  47.22 | silesia/mr      |
| lz4hc 1.10.0 -12     |   12.8 MB/s |   4606 MB/s |     4189363 |  42.02 | silesia/mr      |
| snappy 1.2.2         |    939 MB/s |   2628 MB/s |     5399507 |  54.15 | silesia/mr      |
| zxc 0.13.1 -3        |    222 MB/s |   9558 MB/s |     4908330 |  49.23 | silesia/mr      |
| zxc 0.13.1 -4        |    153 MB/s |   9449 MB/s |     4786383 |  48.01 | silesia/mr      |
| zxc 0.13.1 -5        |   99.3 MB/s |   9087 MB/s |     4577653 |  45.91 | silesia/mr      |
| zstd 1.5.7 -1        |    663 MB/s |   1709 MB/s |     3813409 |  38.25 | silesia/mr      |
| lzav 5.11 -1         |    678 MB/s |   4491 MB/s |     4651753 |  46.65 | silesia/mr      |
| lz4 1.10.0           |    581 MB/s |   4124 MB/s |     6428742 |  63.07 | silesia/dickens |
| misa77 0.3.0 -0      |    104 MB/s |  11705 MB/s |     5207945 |  51.10 | silesia/dickens |
| misa77 0.3.0 -1      |    101 MB/s |   9667 MB/s |     4680658 |  45.92 | silesia/dickens |
| misa77 0.3.0 safe -0 |    103 MB/s |  11844 MB/s |     5207945 |  51.10 | silesia/dickens |
| misa77 0.3.0 safe -1 |    105 MB/s |   9517 MB/s |     4680658 |  45.92 | silesia/dickens |
| lz4hc 1.10.0 -12     |   18.6 MB/s |   3602 MB/s |     4376097 |  42.93 | silesia/dickens |
| snappy 1.2.2         |    587 MB/s |   2083 MB/s |     6249045 |  61.31 | silesia/dickens |
| zxc 0.13.1 -3        |    164 MB/s |   8628 MB/s |     5813174 |  57.03 | silesia/dickens |
| zxc 0.13.1 -4        |    111 MB/s |   7949 MB/s |     5221630 |  51.23 | silesia/dickens |
| zxc 0.13.1 -5        |   70.5 MB/s |   8096 MB/s |     4956392 |  48.63 | silesia/dickens |
| zstd 1.5.7 -1        |    520 MB/s |   1376 MB/s |     4261734 |  41.81 | silesia/dickens |
| lzav 5.11 -1         |    408 MB/s |   3094 MB/s |     4628824 |  45.41 | silesia/dickens |
| lz4 1.10.0           |   3055 MB/s |  22147 MB/s |     8390195 |  99.01 | silesia/x-ray   |
| misa77 0.3.0 -0      |    206 MB/s |  38621 MB/s |     8376906 |  98.85 | silesia/x-ray   |
| misa77 0.3.0 -1      |   54.7 MB/s |   4097 MB/s |     7268810 |  85.78 | silesia/x-ray   |
| misa77 0.3.0 safe -0 |    205 MB/s |  38381 MB/s |     8376906 |  98.85 | silesia/x-ray   |
| misa77 0.3.0 safe -1 |   57.5 MB/s |   4128 MB/s |     7268810 |  85.78 | silesia/x-ray   |
| lz4hc 1.10.0 -12     |   41.9 MB/s |   3764 MB/s |     7172970 |  84.64 | silesia/x-ray   |
| snappy 1.2.2         |  19875 MB/s |  48972 MB/s |     8457853 |  99.81 | silesia/x-ray   |
| zxc 0.13.1 -3        |  11920 MB/s |  78800 MB/s |     8474348 | 100.00 | silesia/x-ray   |
| zxc 0.13.1 -4        |  12465 MB/s |  82241 MB/s |     8474338 | 100.00 | silesia/x-ray   |
| zxc 0.13.1 -5        |   73.7 MB/s |   7833 MB/s |     7616482 |  89.88 | silesia/x-ray   |
| zstd 1.5.7 -1        |    894 MB/s |   1343 MB/s |     6772118 |  79.91 | silesia/x-ray   |
| lzav 5.11 -1         |  25686 MB/s |  48925 MB/s |     8474015 | 100.00 | silesia/x-ray   |
| lz4 1.10.0           |    895 MB/s |   5038 MB/s |     4338918 |  70.53 | silesia/ooffice |
| misa77 0.3.0 -0      |   73.1 MB/s |   9283 MB/s |     4057627 |  65.95 | silesia/ooffice |
| misa77 0.3.0 -1      |   77.7 MB/s |   8029 MB/s |     3704055 |  60.21 | silesia/ooffice |
| misa77 0.3.0 safe -0 |   70.6 MB/s |   9146 MB/s |     4057627 |  65.95 | silesia/ooffice |
| misa77 0.3.0 safe -1 |   77.8 MB/s |   7855 MB/s |     3704055 |  60.21 | silesia/ooffice |
| lz4hc 1.10.0 -12     |   24.3 MB/s |   4168 MB/s |     3535250 |  57.46 | silesia/ooffice |
| snappy 1.2.2         |    758 MB/s |   2555 MB/s |     4290349 |  69.74 | silesia/ooffice |
| zxc 0.13.1 -3        |    237 MB/s |  12076 MB/s |     4871085 |  79.18 | silesia/ooffice |
| zxc 0.13.1 -4        |    112 MB/s |   7751 MB/s |     3984641 |  64.77 | silesia/ooffice |
| zxc 0.13.1 -5        |   83.4 MB/s |   7589 MB/s |     3862608 |  62.78 | silesia/ooffice |
| zstd 1.5.7 -1        |    670 MB/s |   1252 MB/s |     3593224 |  58.41 | silesia/ooffice |
| lzav 5.11 -1         |    657 MB/s |   4129 MB/s |     4017547 |  65.30 | silesia/ooffice |
| lz4 1.10.0           |   1236 MB/s |   5826 MB/s |     1227495 |  22.96 | silesia/xml     |
| misa77 0.3.0 -0      |    239 MB/s |  22928 MB/s |     1087784 |  20.35 | silesia/xml     |
| misa77 0.3.0 -1      |    253 MB/s |  21155 MB/s |     1037015 |  19.40 | silesia/xml     |
| misa77 0.3.0 safe -0 |    245 MB/s |  22569 MB/s |     1087784 |  20.35 | silesia/xml     |
| misa77 0.3.0 safe -1 |    246 MB/s |  20900 MB/s |     1037015 |  19.40 | silesia/xml     |
| lz4hc 1.10.0 -12     |   36.5 MB/s |   8214 MB/s |      759893 |  14.22 | silesia/xml     |
| snappy 1.2.2         |   1437 MB/s |   5298 MB/s |     1299366 |  24.31 | silesia/xml     |
| zxc 0.13.1 -3        |    430 MB/s |  10322 MB/s |     1011752 |  18.93 | silesia/xml     |
| zxc 0.13.1 -4        |    328 MB/s |  10967 MB/s |      985654 |  18.44 | silesia/xml     |
| zxc 0.13.1 -5        |    218 MB/s |  11964 MB/s |      896781 |  16.78 | silesia/xml     |
| zstd 1.5.7 -1        |   1126 MB/s |   2767 MB/s |      693317 |  12.97 | silesia/xml     |
| lzav 5.11 -1         |   1342 MB/s |   7197 MB/s |      895702 |  16.76 | silesia/xml     |
| lz4 1.10.0           |    921 MB/s |   5439 MB/s |     7716839 |  35.72 | silesia/samba   |
| misa77 0.3.0 -0      |    171 MB/s |  16649 MB/s |     7128490 |  32.99 | silesia/samba   |
| misa77 0.3.0 -1      |    183 MB/s |  15149 MB/s |     6726112 |  31.13 | silesia/samba   |
| misa77 0.3.0 safe -0 |    176 MB/s |  16468 MB/s |     7128490 |  32.99 | silesia/samba   |
| misa77 0.3.0 safe -1 |    183 MB/s |  14899 MB/s |     6726112 |  31.13 | silesia/samba   |
| lz4hc 1.10.0 -12     |   16.6 MB/s |   5606 MB/s |     6095902 |  28.21 | silesia/samba   |
| snappy 1.2.2         |   1114 MB/s |   4155 MB/s |     8014394 |  37.09 | silesia/samba   |
| zxc 0.13.1 -3        |    343 MB/s |   8245 MB/s |     7476205 |  34.60 | silesia/samba   |
| zxc 0.13.1 -4        |    254 MB/s |   8267 MB/s |     7037705 |  32.57 | silesia/samba   |
| zxc 0.13.1 -5        |    169 MB/s |   8264 MB/s |     6733675 |  31.17 | silesia/samba   |
| zstd 1.5.7 -1        |    807 MB/s |   2075 MB/s |     5487600 |  25.40 | silesia/samba   |
| lzav 5.11 -1         |    884 MB/s |   5225 MB/s |     6248538 |  28.92 | silesia/samba   |
| lz4 1.10.0           |   1509 MB/s |   7410 MB/s |     5533040 |  16.49 | silesia/nci     |
| misa77 0.3.0 -0      |    315 MB/s |  20415 MB/s |     5591111 |  16.66 | silesia/nci     |
| misa77 0.3.0 -1      |    310 MB/s |  19823 MB/s |     5452955 |  16.25 | silesia/nci     |
| misa77 0.3.0 safe -0 |    311 MB/s |  20421 MB/s |     5591111 |  16.66 | silesia/nci     |
| misa77 0.3.0 safe -1 |    305 MB/s |  20038 MB/s |     5452955 |  16.25 | silesia/nci     |
| lz4hc 1.10.0 -12     |   24.6 MB/s |   8509 MB/s |     3617512 |  10.78 | silesia/nci     |
| snappy 1.2.2         |   1845 MB/s |   6672 MB/s |     6121795 |  18.24 | silesia/nci     |
| zxc 0.13.1 -3        |    594 MB/s |  11067 MB/s |     4837924 |  14.42 | silesia/nci     |
| zxc 0.13.1 -4        |    426 MB/s |  11398 MB/s |     4762858 |  14.19 | silesia/nci     |
| zxc 0.13.1 -5        |    262 MB/s |  11417 MB/s |     4378198 |  13.05 | silesia/nci     |
| zstd 1.5.7 -1        |   1306 MB/s |   2788 MB/s |     2848578 |   8.49 | silesia/nci     |
| lzav 5.11 -1         |   1670 MB/s |   8335 MB/s |     4266147 |  12.71 | silesia/nci     |
| lz4 1.10.0           |   1060 MB/s |   7754 MB/s |     6790273 |  93.63 | silesia/sao     |
| misa77 0.3.0 -0      |   61.9 MB/s |  12063 MB/s |     6179952 |  85.22 | silesia/sao     |
| misa77 0.3.0 -1      |   61.0 MB/s |   7261 MB/s |     5965605 |  82.26 | silesia/sao     |
| misa77 0.3.0 safe -0 |   62.0 MB/s |  11726 MB/s |     6179952 |  85.22 | silesia/sao     |
| misa77 0.3.0 safe -1 |   60.9 MB/s |   7131 MB/s |     5965605 |  82.26 | silesia/sao     |
| lz4hc 1.10.0 -12     |   26.8 MB/s |   4376 MB/s |     5668734 |  78.17 | silesia/sao     |
| snappy 1.2.2         |    875 MB/s |   3143 MB/s |     6437634 |  88.77 | silesia/sao     |
| zxc 0.13.1 -3        |  10268 MB/s |  65851 MB/s |     7249515 |  99.97 | silesia/sao     |
| zxc 0.13.1 -4        |    189 MB/s |  18992 MB/s |     6788513 |  93.61 | silesia/sao     |
| zxc 0.13.1 -5        |   64.1 MB/s |   7075 MB/s |     6036177 |  83.24 | silesia/sao     |
| zstd 1.5.7 -1        |    692 MB/s |   1242 MB/s |     6250010 |  86.18 | silesia/sao     |
| lzav 5.11 -1         |    651 MB/s |   4138 MB/s |     6146264 |  84.75 | silesia/sao     |
| lz4 1.10.0           |    531 MB/s |   3617 MB/s |     3181387 |  48.00 | silesia/reymont |
| misa77 0.3.0 -0      |    149 MB/s |  13788 MB/s |     2514389 |  37.94 | silesia/reymont |
| misa77 0.3.0 -1      |    146 MB/s |  12690 MB/s |     2368486 |  35.74 | silesia/reymont |
| misa77 0.3.0 safe -0 |    149 MB/s |  13715 MB/s |     2514389 |  37.94 | silesia/reymont |
| misa77 0.3.0 safe -1 |    146 MB/s |  12518 MB/s |     2368486 |  35.74 | silesia/reymont |
| lz4hc 1.10.0 -12     |   12.8 MB/s |   4582 MB/s |     2063052 |  31.13 | silesia/reymont |
| snappy 1.2.2         |    709 MB/s |   2382 MB/s |     3204491 |  48.35 | silesia/reymont |
| zxc 0.13.1 -3        |    200 MB/s |   8474 MB/s |     2703538 |  40.79 | silesia/reymont |
| zxc 0.13.1 -4        |    146 MB/s |   9069 MB/s |     2596022 |  39.17 | silesia/reymont |
| zxc 0.13.1 -5        |   70.9 MB/s |   9210 MB/s |     2380537 |  35.92 | silesia/reymont |
| zstd 1.5.7 -1        |    491 MB/s |   1452 MB/s |     2149170 |  32.43 | silesia/reymont |
| lzav 5.11 -1         |    542 MB/s |   3853 MB/s |     2457445 |  37.08 | silesia/reymont |
| lz4 1.10.0           |    962 MB/s |   5238 MB/s |     5256666 |  52.12 | silesia/osdb    |
| misa77 0.3.0 -0      |    117 MB/s |  11469 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.3.0 -1      |    123 MB/s |  11764 MB/s |     4065267 |  40.31 | silesia/osdb    |
| misa77 0.3.0 safe -0 |    115 MB/s |  11389 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.3.0 safe -1 |    122 MB/s |  11702 MB/s |     4065267 |  40.31 | silesia/osdb    |
| lz4hc 1.10.0 -12     |   39.7 MB/s |   5664 MB/s |     3946233 |  39.13 | silesia/osdb    |
| snappy 1.2.2         |   1282 MB/s |   4530 MB/s |     5324851 |  52.80 | silesia/osdb    |
| zxc 0.13.1 -3        |    375 MB/s |  16592 MB/s |     6598704 |  65.43 | silesia/osdb    |
| zxc 0.13.1 -4        |    216 MB/s |  10414 MB/s |     4567995 |  45.29 | silesia/osdb    |
| zxc 0.13.1 -5        |    140 MB/s |   9252 MB/s |     4207554 |  41.72 | silesia/osdb    |
| zstd 1.5.7 -1        |    774 MB/s |   1676 MB/s |     3729819 |  36.98 | silesia/osdb    |
| lzav 5.11 -1         |    923 MB/s |   5723 MB/s |     4023475 |  39.89 | silesia/osdb    |
