| Compressor name       | Compression | Decompress. | Compr. size |  Ratio | Filename        |
| misa77 0.6.0 -0       |    479 MB/s |  11939 MB/s |     4335395 |  42.99 | silesia/osdb    |
| misa77 0.6.0 -1       |    117 MB/s |  11403 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.6.0 -2       |    105 MB/s |  11751 MB/s |     4056799 |  40.22 | silesia/osdb    |
| misa77 0.6.0 -3       |   20.4 MB/s |  11502 MB/s |     4045061 |  40.11 | silesia/osdb    |
| misa77 0.6.0 -4       |   14.6 MB/s |  12887 MB/s |     3646510 |  36.16 | silesia/osdb    |
| misa77 0.6.0 safe --1 |    673 MB/s |  10929 MB/s |     4358174 |  43.21 | silesia/osdb    |
| misa77 0.6.0 safe -0  |    462 MB/s |  11787 MB/s |     4335395 |  42.99 | silesia/osdb    |
| misa77 0.6.0 safe -1  |    113 MB/s |  11178 MB/s |     4105485 |  40.71 | silesia/osdb    |
| misa77 0.6.0 safe -2  |    101 MB/s |  11522 MB/s |     4056799 |  40.22 | silesia/osdb    |
| misa77 0.6.0 safe -3  |   20.5 MB/s |  11331 MB/s |     4045061 |  40.11 | silesia/osdb    |
| lz4hc 1.10.0 -9       |   76.8 MB/s |   5617 MB/s |     3977505 |  39.44 | silesia/osdb    |
| lz4hc 1.10.0 -12      |   38.4 MB/s |   5774 MB/s |     3946233 |  39.13 | silesia/osdb    |
| snappy 1.2.2          |   1286 MB/s |   4523 MB/s |     5324851 |  52.80 | silesia/osdb    |
| zxc 0.13.1 -3         |    373 MB/s |  16635 MB/s |     6598704 |  65.43 | silesia/osdb    |
| zxc 0.13.1 -4         |    207 MB/s |  10484 MB/s |     4567995 |  45.29 | silesia/osdb    |
| zxc 0.13.1 -5         |    130 MB/s |   9327 MB/s |     4207554 |  41.72 | silesia/osdb    |
| zstd 1.5.7 -1         |    767 MB/s |   1662 MB/s |     3729819 |  36.98 | silesia/osdb    |
| lzav 5.16 -1          |    869 MB/s |   5479 MB/s |     4023912 |  39.90 | silesia/osdb    |
| lzav 5.16 -2          |    225 MB/s |   5891 MB/s |     3974980 |  39.41 | silesia/osdb    |
