| Compressor name       | Compression | Decompress. | Compr. size |  Ratio | Filename            |
| misa77 0.5.0 safe -1  |   57.4 MB/s |   5468 MB/s |     2368486 |  35.74 | silesia/reymont     |
| lz4hc 1.10.0 -9       |   10.4 MB/s |   2433 MB/s |     2111095 |  31.85 | silesia/reymont     |
| lz4hc 1.10.0 -12      |   5.71 MB/s |   2549 MB/s |     2063052 |  31.13 | silesia/reymont     |
| lzsse4fast 2019-04-18 |    158 MB/s |   2466 MB/s |     2925190 |  44.14 | silesia/reymont     |
| lzsse8fast 2019-04-18 |    155 MB/s |   2466 MB/s |     2952727 |  44.55 | silesia/reymont     |
| snappy 1.2.2          |    277 MB/s |    641 MB/s |     3204491 |  48.35 | silesia/reymont     |
| zxc 0.13.1 -3         |   84.4 MB/s |   2700 MB/s |     2703538 |  40.79 | silesia/reymont     |
| zxc 0.13.1 -4         |   61.9 MB/s |   2754 MB/s |     2596022 |  39.17 | silesia/reymont     |
| zxc 0.13.1 -5         |   30.0 MB/s |   2724 MB/s |     2380537 |  35.92 | silesia/reymont     |
| zxc 0.13.1 -7         |   3.21 MB/s |   1914 MB/s |     1832824 |  27.66 | silesia/reymont     |
| zstd 1.5.7 -1         |    197 MB/s |    939 MB/s |     2149170 |  32.43 | silesia/reymont     |
| lzav 5.11 -1          |    209 MB/s |   1421 MB/s |     2457445 |  37.08 | silesia/reymont     |
| lzav 5.11 -2          |   59.0 MB/s |   1555 MB/s |     2091494 |  31.56 | silesia/reymont     |
| lz4 1.10.0            |    397 MB/s |   2682 MB/s |     7716839 |  35.72 | silesia/samba       |
| misa77 0.5.0 -0       |   72.7 MB/s |   6877 MB/s |     7128490 |  32.99 | silesia/samba       |
| misa77 0.5.0 -1       |   75.0 MB/s |   6392 MB/s |     6726112 |  31.13 | silesia/samba       |
| misa77 0.5.0 -2       |   7.09 MB/s |   4926 MB/s |     5972975 |  27.64 | silesia/samba       |
| misa77 0.5.0 safe -0  |   72.7 MB/s |   6702 MB/s |     7128490 |  32.99 | silesia/samba       |
| misa77 0.5.0 safe -1  |   74.9 MB/s |   6223 MB/s |     6726112 |  31.13 | silesia/samba       |
| lz4hc 1.10.0 -9       |   30.5 MB/s |   2811 MB/s |     6139489 |  28.42 | silesia/samba       |
| lz4hc 1.10.0 -12      |   7.66 MB/s |   2779 MB/s |     6095902 |  28.21 | silesia/samba       |
| lzsse4fast 2019-04-18 |    202 MB/s |   3297 MB/s |     7601765 |  35.18 | silesia/samba       |
| lzsse8fast 2019-04-18 |    195 MB/s |   3479 MB/s |     7582300 |  35.09 | silesia/samba       |
| snappy 1.2.2          |    441 MB/s |   1014 MB/s |     8014394 |  37.09 | silesia/samba       |
| zxc 0.13.1 -3         |    143 MB/s |   2897 MB/s |     7476205 |  34.60 | silesia/samba       |
| zxc 0.13.1 -4         |    108 MB/s |   2893 MB/s |     7037705 |  32.57 | silesia/samba       |
| zxc 0.13.1 -5         |   69.1 MB/s |   2903 MB/s |     6733675 |  31.17 | silesia/samba       |
| zxc 0.13.1 -7         |   4.77 MB/s |   2008 MB/s |     5603803 |  25.94 | silesia/samba       |
| zstd 1.5.7 -1         |    337 MB/s |   1170 MB/s |     5487600 |  25.40 | silesia/samba       |
| lzav 5.11 -1          |    355 MB/s |   1967 MB/s |     6248538 |  28.92 | silesia/samba       |
| lzav 5.11 -2          |   81.5 MB/s |   2157 MB/s |     5494656 |  25.43 | silesia/samba       |
| lz4 1.10.0            |    370 MB/s |   2922 MB/s |     6790273 |  93.63 | silesia/sao         |
| misa77 0.5.0 -0       |   24.4 MB/s |   5531 MB/s |     6179952 |  85.22 | silesia/sao         |
| misa77 0.5.0 -1       |   23.8 MB/s |   2972 MB/s |     5965605 |  82.26 | silesia/sao         |
| misa77 0.5.0 -2       |   6.41 MB/s |   5073 MB/s |     5711450 |  78.76 | silesia/sao         |
| misa77 0.5.0 safe -0  |   24.3 MB/s |   5057 MB/s |     6179952 |  85.22 | silesia/sao         |
| misa77 0.5.0 safe -1  |   23.8 MB/s |   2802 MB/s |     5965605 |  82.26 | silesia/sao         |
| lz4hc 1.10.0 -9       |   18.6 MB/s |   1842 MB/s |     5735258 |  79.09 | silesia/sao         |
| lz4hc 1.10.0 -12      |   11.7 MB/s |   2266 MB/s |     5668734 |  78.17 | silesia/sao         |
| lzsse4fast 2019-04-18 |    113 MB/s |   2028 MB/s |     6305407 |  86.95 | silesia/sao         |
| lzsse8fast 2019-04-18 |    108 MB/s |   2773 MB/s |     6045723 |  83.37 | silesia/sao         |
| snappy 1.2.2          |    310 MB/s |    800 MB/s |     6437634 |  88.77 | silesia/sao         |
| zxc 0.13.1 -3         |   4102 MB/s |  13208 MB/s |     7249515 |  99.97 | silesia/sao         |
| zxc 0.13.1 -4         |   87.4 MB/s |   4427 MB/s |     6788513 |  93.61 | silesia/sao         |
| zxc 0.13.1 -5         |   30.2 MB/s |   2201 MB/s |     6036177 |  83.24 | silesia/sao         |
| zxc 0.13.1 -7         |   10.5 MB/s |    978 MB/s |     5534493 |  76.32 | silesia/sao         |
| zstd 1.5.7 -1         |    246 MB/s |    590 MB/s |     6250010 |  86.18 | silesia/sao         |
| lzav 5.11 -1          |    269 MB/s |   1674 MB/s |     6146264 |  84.75 | silesia/sao         |
| lzav 5.11 -2          |   43.8 MB/s |   1733 MB/s |     5790276 |  79.84 | silesia/sao         |
| lz4 1.10.0            |    275 MB/s |   2285 MB/s |    20139988 |  48.58 | silesia/webster     |
| misa77 0.5.0 -0       |   49.1 MB/s |   6122 MB/s |    16130530 |  38.91 | silesia/webster     |
| misa77 0.5.0 -1       |   51.4 MB/s |   5385 MB/s |    14653209 |  35.34 | silesia/webster     |
| misa77 0.5.0 -2       |   6.56 MB/s |   4171 MB/s |    12898901 |  31.11 | silesia/webster     |
| misa77 0.5.0 safe -0  |   49.1 MB/s |   5987 MB/s |    16130530 |  38.91 | silesia/webster     |
| misa77 0.5.0 safe -1  |   51.5 MB/s |   5220 MB/s |    14653209 |  35.34 | silesia/webster     |
| lz4hc 1.10.0 -9       |   19.4 MB/s |   2061 MB/s |    14001448 |  33.77 | silesia/webster     |
| lz4hc 1.10.0 -12      |   9.24 MB/s |   2112 MB/s |    13823143 |  33.34 | silesia/webster     |
| lzsse4fast 2019-04-18 |    160 MB/s |   2970 MB/s |    16613479 |  40.07 | silesia/webster     |
| lzsse8fast 2019-04-18 |    152 MB/s |   2843 MB/s |    16775799 |  40.46 | silesia/webster     |
| snappy 1.2.2          |    265 MB/s |    658 MB/s |    19984210 |  48.20 | silesia/webster     |
| zxc 0.13.1 -3         |   77.1 MB/s |   2405 MB/s |    17050225 |  41.13 | silesia/webster     |
| zxc 0.13.1 -4         |   57.7 MB/s |   2386 MB/s |    16781584 |  40.48 | silesia/webster     |
| zxc 0.13.1 -5         |   38.7 MB/s |   2330 MB/s |    15942227 |  38.45 | silesia/webster     |
| zxc 0.13.1 -7         |   3.95 MB/s |   1690 MB/s |    11886025 |  28.67 | silesia/webster     |
| zstd 1.5.7 -1         |    227 MB/s |    922 MB/s |    13661986 |  32.95 | silesia/webster     |
| lzav 5.11 -1          |    197 MB/s |   1328 MB/s |    15120347 |  36.47 | silesia/webster     |
| lzav 5.11 -2          |   44.2 MB/s |   1459 MB/s |    12544041 |  30.26 | silesia/webster     |
| lz4 1.10.0            |    502 MB/s |   2577 MB/s |     1227495 |  22.96 | silesia/xml         |
| misa77 0.5.0 -0       |    111 MB/s |   9828 MB/s |     1087784 |  20.35 | silesia/xml         |
| misa77 0.5.0 -1       |    112 MB/s |   9229 MB/s |     1037015 |  19.40 | silesia/xml         |
| misa77 0.5.0 -2       |   6.58 MB/s |   7619 MB/s |      686811 |  12.85 | silesia/xml         |
| misa77 0.5.0 safe -0  |    111 MB/s |   9664 MB/s |     1087784 |  20.35 | silesia/xml         |
| misa77 0.5.0 safe -1  |    112 MB/s |   9067 MB/s |     1037015 |  19.40 | silesia/xml         |
| lz4hc 1.10.0 -9       |   38.3 MB/s |   3518 MB/s |      770055 |  14.41 | silesia/xml         |
| lz4hc 1.10.0 -12      |   15.5 MB/s |   3592 MB/s |      759893 |  14.22 | silesia/xml         |
| lzsse4fast 2019-04-18 |    252 MB/s |   3475 MB/s |     1388503 |  25.98 | silesia/xml         |
| lzsse8fast 2019-04-18 |    248 MB/s |   3302 MB/s |     1406119 |  26.31 | silesia/xml         |
| snappy 1.2.2          |    533 MB/s |   1307 MB/s |     1299366 |  24.31 | silesia/xml         |
| zxc 0.13.1 -3         |    182 MB/s |   2998 MB/s |     1011752 |  18.93 | silesia/xml         |
| zxc 0.13.1 -4         |    135 MB/s |   3095 MB/s |      985654 |  18.44 | silesia/xml         |
| zxc 0.13.1 -5         |   87.9 MB/s |   3317 MB/s |      896781 |  16.78 | silesia/xml         |
| zxc 0.13.1 -7         |   3.49 MB/s |   2547 MB/s |      667395 |  12.49 | silesia/xml         |
| zstd 1.5.7 -1         |    456 MB/s |   1416 MB/s |      693317 |  12.97 | silesia/xml         |
| lzav 5.11 -1          |    505 MB/s |   2480 MB/s |      895702 |  16.76 | silesia/xml         |
| lzav 5.11 -2          |    125 MB/s |   3012 MB/s |      715265 |  13.38 | silesia/xml         |
| lz4 1.10.0            |   1073 MB/s |   7595 MB/s |     8390195 |  99.01 | silesia/x-ray       |
| misa77 0.5.0 -0       |   79.9 MB/s |  12063 MB/s |     8376906 |  98.85 | silesia/x-ray       |
| misa77 0.5.0 -1       |   22.8 MB/s |   1784 MB/s |     7268810 |  85.78 | silesia/x-ray       |
| misa77 0.5.0 -2       |   6.59 MB/s |   2660 MB/s |     6922700 |  81.69 | silesia/x-ray       |
| misa77 0.5.0 safe -0  |   79.9 MB/s |  11786 MB/s |     8376906 |  98.85 | silesia/x-ray       |
| misa77 0.5.0 safe -1  |   22.8 MB/s |   1758 MB/s |     7268810 |  85.78 | silesia/x-ray       |
| lz4hc 1.10.0 -9       |   28.7 MB/s |   1857 MB/s |     7175001 |  84.67 | silesia/x-ray       |
| lz4hc 1.10.0 -12      |   19.1 MB/s |   1837 MB/s |     7172970 |  84.64 | silesia/x-ray       |
| lzsse4fast 2019-04-18 |    117 MB/s |   1964 MB/s |     7525821 |  88.81 | silesia/x-ray       |
| lzsse8fast 2019-04-18 |    111 MB/s |   2570 MB/s |     7248659 |  85.54 | silesia/x-ray       |
| snappy 1.2.2          |   5755 MB/s |  10258 MB/s |     8457853 |  99.81 | silesia/x-ray       |
| zxc 0.13.1 -3         |   4966 MB/s |  13736 MB/s |     8474348 | 100.00 | silesia/x-ray       |
| zxc 0.13.1 -4         |   5157 MB/s |  13740 MB/s |     8474338 | 100.00 | silesia/x-ray       |
| zxc 0.13.1 -5         |   34.1 MB/s |   2634 MB/s |     7616482 |  89.88 | silesia/x-ray       |
| zxc 0.13.1 -7         |   15.0 MB/s |    860 MB/s |     6098748 |  71.97 | silesia/x-ray       |
| zstd 1.5.7 -1         |    506 MB/s |    722 MB/s |     6772118 |  79.91 | silesia/x-ray       |
| lzav 5.11 -1          |   7577 MB/s |  13483 MB/s |     8474015 | 100.00 | silesia/x-ray       |
| lzav 5.11 -2          |   31.5 MB/s |   1190 MB/s |     7152549 |  84.40 | silesia/x-ray       |
| lz4 1.10.0            |    275 MB/s |   2355 MB/s |    57262281 |  57.26 | enwik/enwik8        |
| misa77 0.5.0 -0       |   38.6 MB/s |   4985 MB/s |    48593916 |  48.59 | enwik/enwik8        |
| misa77 0.5.0 -1       |   40.5 MB/s |   4322 MB/s |    44049141 |  44.05 | enwik/enwik8        |
| misa77 0.5.0 -2       |   6.60 MB/s |   4001 MB/s |    40960716 |  40.96 | enwik/enwik8        |
| misa77 0.5.0 safe -0  |   38.6 MB/s |   4869 MB/s |    48593916 |  48.59 | enwik/enwik8        |
| misa77 0.5.0 safe -1  |   40.5 MB/s |   4207 MB/s |    44049141 |  44.05 | enwik/enwik8        |
| lz4hc 1.10.0 -9       |   20.8 MB/s |   2188 MB/s |    42203094 |  42.20 | enwik/enwik8        |
| lz4hc 1.10.0 -12      |   9.91 MB/s |   2168 MB/s |    41913140 |  41.91 | enwik/enwik8        |
| lzsse4fast 2019-04-18 |    141 MB/s |   2585 MB/s |    47108403 |  47.11 | enwik/enwik8        |
| lzsse8fast 2019-04-18 |    135 MB/s |   2557 MB/s |    47249359 |  47.25 | enwik/enwik8        |
| snappy 1.2.2          |    239 MB/s |    569 MB/s |    55933707 |  55.93 | enwik/enwik8        |
| zxc 0.13.1 -3         |   69.5 MB/s |   2672 MB/s |    52051664 |  52.05 | enwik/enwik8        |
| zxc 0.13.1 -4         |   52.4 MB/s |   2593 MB/s |    48603281 |  48.60 | enwik/enwik8        |
| zxc 0.13.1 -5         |   38.3 MB/s |   2630 MB/s |    46851533 |  46.85 | enwik/enwik8        |
| zxc 0.13.1 -7         |   6.99 MB/s |   1534 MB/s |    36770033 |  36.77 | enwik/enwik8        |
| zstd 1.5.7 -1         |    225 MB/s |    833 MB/s |    40662735 |  40.66 | enwik/enwik8        |
| lzav 5.11 -1          |    185 MB/s |   1152 MB/s |    44614214 |  44.61 | enwik/enwik8        |
| lzav 5.11 -2          |   39.2 MB/s |   1298 MB/s |    37274370 |  37.27 | enwik/enwik8        |
| lz4 1.10.0            |    272 MB/s |   2217 MB/s |     3798537 |  41.79 | misc/sqlite3.c      |
| misa77 0.5.0 -0       |   60.0 MB/s |   6545 MB/s |     3111560 |  34.23 | misc/sqlite3.c      |
| misa77 0.5.0 -1       |   61.0 MB/s |   5846 MB/s |     2907034 |  31.98 | misc/sqlite3.c      |
| misa77 0.5.0 -2       |   6.62 MB/s |   4975 MB/s |     2588232 |  28.47 | misc/sqlite3.c      |
| misa77 0.5.0 safe -0  |   60.1 MB/s |   6309 MB/s |     3111560 |  34.23 | misc/sqlite3.c      |
| misa77 0.5.0 safe -1  |   61.0 MB/s |   5643 MB/s |     2907034 |  31.98 | misc/sqlite3.c      |
| lz4hc 1.10.0 -9       |   17.4 MB/s |   2232 MB/s |     2699002 |  29.69 | misc/sqlite3.c      |
| lz4hc 1.10.0 -12      |   7.54 MB/s |   2353 MB/s |     2664839 |  29.32 | misc/sqlite3.c      |
| lzsse4fast 2019-04-18 |    175 MB/s |   3085 MB/s |     3389277 |  37.29 | misc/sqlite3.c      |
| lzsse8fast 2019-04-18 |    170 MB/s |   2986 MB/s |     3430627 |  37.74 | misc/sqlite3.c      |
| snappy 1.2.2          |    305 MB/s |    738 MB/s |     3780099 |  41.59 | misc/sqlite3.c      |
| zxc 0.13.1 -3         |   93.0 MB/s |   2509 MB/s |     3287617 |  36.17 | misc/sqlite3.c      |
| zxc 0.13.1 -4         |   70.0 MB/s |   2510 MB/s |     3235592 |  35.60 | misc/sqlite3.c      |
| zxc 0.13.1 -5         |   42.1 MB/s |   2505 MB/s |     3053812 |  33.60 | misc/sqlite3.c      |
| zxc 0.13.1 -7         |   4.73 MB/s |   1775 MB/s |     2385852 |  26.25 | misc/sqlite3.c      |
| zstd 1.5.7 -1         |    225 MB/s |    917 MB/s |     2639533 |  29.04 | misc/sqlite3.c      |
| lzav 5.11 -1          |    238 MB/s |   1527 MB/s |     2944261 |  32.39 | misc/sqlite3.c      |
