| Compressor name       | Compression | Decompress. | Compr. size |  Ratio | Filename            |
| lzav 5.11 -2          |   59.8 MB/s |   1694 MB/s |     2455469 |  27.01 | misc/sqlite3.c      |
| lz4 1.10.0            |    353 MB/s |   2155 MB/s |     2696116 |  29.49 | misc/typescript.js  |
| misa77 0.5.0 -0       |   94.0 MB/s |   7930 MB/s |     2206777 |  24.14 | misc/typescript.js  |
| misa77 0.5.0 -1       |   93.2 MB/s |   7407 MB/s |     2104700 |  23.02 | misc/typescript.js  |
| misa77 0.5.0 -2       |   6.58 MB/s |   6089 MB/s |     1736248 |  18.99 | misc/typescript.js  |
| misa77 0.5.0 safe -0  |   94.0 MB/s |   7663 MB/s |     2206777 |  24.14 | misc/typescript.js  |
| misa77 0.5.0 safe -1  |   93.3 MB/s |   7148 MB/s |     2104700 |  23.02 | misc/typescript.js  |
| lz4hc 1.10.0 -9       |   19.3 MB/s |   2160 MB/s |     1875697 |  20.52 | misc/typescript.js  |
| lz4hc 1.10.0 -12      |   7.18 MB/s |   2353 MB/s |     1842492 |  20.16 | misc/typescript.js  |
| lzsse4fast 2019-04-18 |    233 MB/s |   3760 MB/s |     2400630 |  26.26 | misc/typescript.js  |
| lzsse8fast 2019-04-18 |    223 MB/s |   3484 MB/s |     2460576 |  26.92 | misc/typescript.js  |
| snappy 1.2.2          |    415 MB/s |   1066 MB/s |     2646967 |  28.96 | misc/typescript.js  |
| zxc 0.13.1 -3         |    136 MB/s |   2255 MB/s |     2369916 |  25.93 | misc/typescript.js  |
| zxc 0.13.1 -4         |    102 MB/s |   2242 MB/s |     2323488 |  25.42 | misc/typescript.js  |
| zxc 0.13.1 -5         |   53.4 MB/s |   2203 MB/s |     2153195 |  23.56 | misc/typescript.js  |
| zxc 0.13.1 -7         |   3.54 MB/s |   1815 MB/s |     1649398 |  18.04 | misc/typescript.js  |
| zstd 1.5.7 -1         |    284 MB/s |   1032 MB/s |     1766196 |  19.32 | misc/typescript.js  |
| lzav 5.11 -1          |    331 MB/s |   1963 MB/s |     2067389 |  22.62 | misc/typescript.js  |
| lzav 5.11 -2          |   82.7 MB/s |   2054 MB/s |     1715263 |  18.76 | misc/typescript.js  |
| lz4 1.10.0            |    580 MB/s |   3214 MB/s |     5354662 |  20.43 | misc/gharchive.json |
| misa77 0.5.0 -0       |    101 MB/s |   7508 MB/s |     5565593 |  21.23 | misc/gharchive.json |
| misa77 0.5.0 -1       |    104 MB/s |   7006 MB/s |     5390822 |  20.56 | misc/gharchive.json |
| misa77 0.5.0 -2       |   6.26 MB/s |   7781 MB/s |     3405100 |  12.99 | misc/gharchive.json |
| misa77 0.5.0 safe -0  |    102 MB/s |   7320 MB/s |     5565593 |  21.23 | misc/gharchive.json |
| misa77 0.5.0 safe -1  |    104 MB/s |   6817 MB/s |     5390822 |  20.56 | misc/gharchive.json |
| lz4hc 1.10.0 -9       |   66.7 MB/s |   3781 MB/s |     4151197 |  15.84 | misc/gharchive.json |
| lz4hc 1.10.0 -12      |   20.7 MB/s |   4008 MB/s |     4132835 |  15.77 | misc/gharchive.json |
| lzsse4fast 2019-04-18 |    296 MB/s |   4624 MB/s |     5444696 |  20.77 | misc/gharchive.json |
| lzsse8fast 2019-04-18 |    284 MB/s |   4615 MB/s |     5460115 |  20.83 | misc/gharchive.json |
| snappy 1.2.2          |    658 MB/s |   1487 MB/s |     6147681 |  23.45 | misc/gharchive.json |
| zxc 0.13.1 -3         |    240 MB/s |   3522 MB/s |     4889623 |  18.65 | misc/gharchive.json |
| zxc 0.13.1 -4         |    190 MB/s |   3549 MB/s |     4815048 |  18.37 | misc/gharchive.json |
| zxc 0.13.1 -5         |    139 MB/s |   3703 MB/s |     4641894 |  17.71 | misc/gharchive.json |
| zxc 0.13.1 -7         |   5.54 MB/s |   2358 MB/s |     3563041 |  13.59 | misc/gharchive.json |
| zstd 1.5.7 -1         |    572 MB/s |   1707 MB/s |     3015940 |  11.50 | misc/gharchive.json |
| lzav 5.11 -1          |    713 MB/s |   3678 MB/s |     3242930 |  12.37 | misc/gharchive.json |
| lzav 5.11 -2          |    144 MB/s |   4345 MB/s |     2722933 |  10.39 | misc/gharchive.json |
| lz4 1.10.0            |    315 MB/s |   1518 MB/s |     2594794 |  55.94 | misc/ecoli          |
| misa77 0.5.0 -0       |   54.5 MB/s |   5580 MB/s |     2608171 |  56.23 | misc/ecoli          |
| misa77 0.5.0 -1       |   50.9 MB/s |   4501 MB/s |     2268874 |  48.91 | misc/ecoli          |
| misa77 0.5.0 -2       |   5.64 MB/s |   4350 MB/s |     1771082 |  38.18 | misc/ecoli          |
| misa77 0.5.0 safe -0  |   54.5 MB/s |   5399 MB/s |     2608171 |  56.23 | misc/ecoli          |
| misa77 0.5.0 safe -1  |   51.0 MB/s |   4380 MB/s |     2268874 |  48.91 | misc/ecoli          |
| lz4hc 1.10.0 -9       |   2.07 MB/s |   2422 MB/s |     1774337 |  38.25 | misc/ecoli          |
| lz4hc 1.10.0 -12      |   0.95 MB/s |   2376 MB/s |     1653833 |  35.65 | misc/ecoli          |
| lzsse4fast 2019-04-18 |    166 MB/s |   1924 MB/s |     2651490 |  57.16 | misc/ecoli          |
| lzsse8fast 2019-04-18 |    170 MB/s |   1976 MB/s |     2671334 |  57.59 | misc/ecoli          |
| snappy 1.2.2          |    378 MB/s |    745 MB/s |     2160982 |  46.59 | misc/ecoli          |
| zxc 0.13.1 -3         |   80.1 MB/s |   2260 MB/s |     2231637 |  48.11 | misc/ecoli          |
| zxc 0.13.1 -4         |   61.3 MB/s |   2316 MB/s |     2213113 |  47.71 | misc/ecoli          |
| zxc 0.13.1 -5         |   14.6 MB/s |   2667 MB/s |     1904067 |  41.05 | misc/ecoli          |
| zxc 0.13.1 -7         |   1.30 MB/s |   3214 MB/s |     1172016 |  25.27 | misc/ecoli          |
| zstd 1.5.7 -1         |    180 MB/s |    794 MB/s |     1411958 |  30.44 | misc/ecoli          |
| lzav 5.11 -1          |    234 MB/s |   1493 MB/s |     1925406 |  41.51 | misc/ecoli          |
| lzav 5.11 -2          |   71.1 MB/s |   1516 MB/s |     1796806 |  38.74 | misc/ecoli          |
| lz4 1.10.0            |    554 MB/s |   2211 MB/s |     4930865 |  18.81 | misc/nasa_http.log  |
| misa77 0.5.0 -0       |    155 MB/s |  10091 MB/s |     4072452 |  15.54 | misc/nasa_http.log  |
| misa77 0.5.0 -1       |    154 MB/s |   9864 MB/s |     4013975 |  15.31 | misc/nasa_http.log  |
| misa77 0.5.0 -2       |   6.32 MB/s |   8809 MB/s |     2550600 |   9.73 | misc/nasa_http.log  |
| misa77 0.5.0 safe -0  |    155 MB/s |   9818 MB/s |     4072452 |  15.54 | misc/nasa_http.log  |
| misa77 0.5.0 safe -1  |    154 MB/s |   9547 MB/s |     4013975 |  15.31 | misc/nasa_http.log  |
| lz4hc 1.10.0 -9       |   47.6 MB/s |   3659 MB/s |     3151086 |  12.02 | misc/nasa_http.log  |
| lz4hc 1.10.0 -12      |   12.6 MB/s |   3656 MB/s |     3119832 |  11.90 | misc/nasa_http.log  |
| lzsse4fast 2019-04-18 |    321 MB/s |   5019 MB/s |     4462500 |  17.02 | misc/nasa_http.log  |
| lzsse8fast 2019-04-18 |    307 MB/s |   4835 MB/s |     4558629 |  17.39 | misc/nasa_http.log  |
| snappy 1.2.2          |    670 MB/s |   1548 MB/s |     4960637 |  18.92 | misc/nasa_http.log  |
| zxc 0.13.1 -3         |    227 MB/s |   2651 MB/s |     4346462 |  16.58 | misc/nasa_http.log  |
| zxc 0.13.1 -4         |    169 MB/s |   2839 MB/s |     4248832 |  16.21 | misc/nasa_http.log  |
| zxc 0.13.1 -5         |   91.8 MB/s |   3653 MB/s |     3792077 |  14.47 | misc/nasa_http.log  |
| zxc 0.13.1 -7         |   2.30 MB/s |   2855 MB/s |     2612511 |   9.97 | misc/nasa_http.log  |
| zstd 1.5.7 -1         |    479 MB/s |   1255 MB/s |     2884270 |  11.00 | misc/nasa_http.log  |
| lzav 5.11 -1          |    529 MB/s |   2449 MB/s |     3799182 |  14.49 | misc/nasa_http.log  |
| lzav 5.11 -2          |    114 MB/s |   3697 MB/s |     3058263 |  11.67 | misc/nasa_http.log  |
| lz4 1.10.0            |    371 MB/s |   2506 MB/s |   100881193 |  47.59 | misc/silesia.tar    |
| misa77 0.5.0 -0       |   54.3 MB/s |   5359 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.5.0 -1       |   51.2 MB/s |   4378 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| misa77 0.5.0 -2       |   7.01 MB/s |   4470 MB/s |    75259951 |  35.51 | misc/silesia.tar    |
| misa77 0.5.0 safe -0  |   54.1 MB/s |   5216 MB/s |    90386641 |  42.64 | misc/silesia.tar    |
| misa77 0.5.0 safe -1  |   51.2 MB/s |   4252 MB/s |    84042203 |  39.65 | misc/silesia.tar    |
| lz4hc 1.10.0 -9       |   22.0 MB/s |   2454 MB/s |    77884819 |  36.75 | misc/silesia.tar    |
| lz4hc 1.10.0 -12      |   7.31 MB/s |   2531 MB/s |    77262993 |  36.45 | misc/silesia.tar    |
| lzsse4fast 2019-04-18 |    187 MB/s |   2525 MB/s |    95928329 |  45.26 | misc/silesia.tar    |
| lzsse8fast 2019-04-18 |    183 MB/s |   2663 MB/s |    94948170 |  44.80 | misc/silesia.tar    |
| snappy 1.2.2          |    376 MB/s |    858 MB/s |   101496146 |  47.89 | misc/silesia.tar    |
| zxc 0.13.1 -3         |    116 MB/s |   2838 MB/s |    96345600 |  45.46 | misc/silesia.tar    |
| zxc 0.13.1 -4         |   81.2 MB/s |   2726 MB/s |    90352578 |  42.63 | misc/silesia.tar    |
| zxc 0.13.1 -5         |   48.4 MB/s |   2602 MB/s |    85316459 |  40.25 | misc/silesia.tar    |
| zxc 0.13.1 -7         |   4.27 MB/s |   1645 MB/s |    69950566 |  33.00 | misc/silesia.tar    |
| zstd 1.5.7 -1         |    297 MB/s |    903 MB/s |    73215329 |  34.54 | misc/silesia.tar    |
| lzav 5.11 -1          |    291 MB/s |   1729 MB/s |    84650302 |  39.94 | misc/silesia.tar    |
| lzav 5.11 -2          |   58.4 MB/s |   1729 MB/s |    74128681 |  34.97 | misc/silesia.tar    |
